model_name,space_id,source_code_size_kb
microsoft/beit-base-patch16-224-pt22k-ft22k,shadownada/uff,20951.16
AdamCodd/vit-base-nsfw-detector,yeftakun/nsfw_detection,2.90
AdamCodd/vit-base-nsfw-detector,yeftakun/nsfw_api2,3.04
AdamCodd/vit-base-nsfw-detector,Saqib772/NFSW_Checker,3.04
AdamCodd/vit-base-nsfw-detector,dumbledoreAC/NSFWTester,3.48
nateraw/vit-age-classifier,Nuno-Tome/simple_image_classifier,11.23
nateraw/vit-age-classifier,Paresh/Facial-feature-detector,208260.66
nateraw/vit-age-classifier,jervinjosh68/vit-age-classifier,38.92
nateraw/vit-age-classifier,dennisjooo/Age-and-Emotion-Classifier,6.08
nateraw/vit-age-classifier,Nuno-Tome/bulk_image_classifier,5.36
nateraw/vit-age-classifier,hg2001/age-classifier,1.76
nateraw/vit-age-classifier,sand-box/bulk_image_classifier_dev,7.21
nateraw/vit-age-classifier,Haoyou/nateraw-vit-age-classifier,1.78
nateraw/vit-age-classifier,AndyMage/kwg,4.84
nateraw/vit-age-classifier,PlayForLose/Final_Project,6.90
nateraw/vit-age-classifier,ridges/ageing,1.80
nateraw/vit-age-classifier,viniciusgregory/nateraw-vit-age-classifier,1.80
nateraw/vit-age-classifier,bit-guber/Face_Features_Extraction,11.54
nateraw/vit-age-classifier,DrBock/nateraw-vit-age-classifier,1.80
nateraw/vit-age-classifier,devadvocrg/Dennis-Age-Guesser-ViT,5.28
nateraw/vit-age-classifier,firesnaker/Dennis-Age-Guesser-ViT,5.28
nateraw/vit-age-classifier,hj-ben/vit-age-classification,3.59
nateraw/vit-age-classifier,tech-aloa/vit-age-classification,4.72
nateraw/vit-age-classifier,ahaljh/vit-age-classification,4.70
nateraw/vit-age-classifier,jieun/vit-age-classification,4.57
nateraw/vit-age-classifier,woomii/vit-age-classification,5.00
nateraw/vit-age-classifier,sopogen/test,3.11
nateraw/vit-age-classifier,jtkim918/vit-age-classification,4.68
nateraw/vit-age-classifier,Insuhand/edu,3.30
nateraw/vit-age-classifier,37minjung/vit-age-classification,4.77
nateraw/vit-age-classifier,Soojin7/vit-age-classification,4.58
nateraw/vit-age-classifier,Ghiffari4869/transfer-learning,4.16
nateraw/vit-age-classifier,Nymbo/simple_image_classifier,5.41
nateraw/vit-age-classifier,mookkanvas/image_classification,3.02
nateraw/vit-age-classifier,mookkanvas/Age_Classifier,3.02
nateraw/vit-age-classifier,mikecho/ISOM5240Group20_ImageAnalysis,6.93
nateraw/vit-age-classifier,ahmedemara10/nateraw-vit-age-classifier,1.80
nateraw/vit-age-classifier,seeffdsfsdfsd/nateraw-vit-age-classifier,1.79
nateraw/vit-age-classifier,yangswei/Age-Emotion-Classifier,3.94
nateraw/vit-age-classifier,swami123/nateraw-vit-age-classifier,1.81
nateraw/vit-age-classifier,skgreenstar/age_image,6.01
nateraw/vit-age-classifier,yonicho/age-class,4.10
nateraw/vit-age-classifier,jhoppanne/age_and_emotion_image_classification,4.62
nateraw/vit-age-classifier,Dannel/gender,11.48
nateraw/vit-age-classifier,djohns38/age,3.03
nateraw/vit-age-classifier,djohns38/nateraw-vit-age-classifier,1.80
nateraw/vit-age-classifier,shadownada/uff,20951.16
nateraw/vit-age-classifier,justingrammens/mmm-faces,9.77
nateraw/vit-age-classifier,sajid1085/age-emotion-detection,5.02
nateraw/vit-age-classifier,ahaljh-lecture/vit-age-classification,4.71
nateraw/vit-age-classifier,kilsoo75/vit-age-classification,4.71
nateraw/vit-age-classifier,ahaljh-lecture/vit-age-classification2,4.76
nateraw/vit-age-classifier,ffChun/vit-age-classification,4.80
nateraw/vit-age-classifier,seunghy/vit-age-classificatioin2,4.86
nateraw/vit-age-classifier,onesixx/vit-age-classification,4.53
nateraw/vit-age-classifier,nestor007/vit-age-classification,4.61
nateraw/vit-age-classifier,ruzun88/vit-age-classification,4.61
nateraw/vit-age-classifier,seunghy/age-classification,3.61
nateraw/vit-age-classifier,Timmek/nateraw-vit-age-classifier,1.86
nateraw/vit-age-classifier,Darshank/age-classifier,1.78
nateraw/vit-age-classifier,tinypotato/nateraw-vit-age-classifier,1.79
nateraw/vit-age-classifier,EdBoy2202/ImagetoEmoji,6.46
nateraw/vit-age-classifier,EdBoy2202/ImageAttributeDetectionandImageGeneration,6.71
WinKawaks/vit-small-patch16-224,,0.00
trpakov/vit-face-expression,Nuno-Tome/simple_image_classifier,11.23
trpakov/vit-face-expression,eusholli/computer-vision-playground,33.26
trpakov/vit-face-expression,aieye/emotion_classifier_tutorial,27.57
trpakov/vit-face-expression,NoorIlyas/face-expression,1.83
trpakov/vit-face-expression,prabhu98/trpakov-vit-face-expression,1.80
trpakov/vit-face-expression,LalithThomala/Faceswap,2.30
trpakov/vit-face-expression,xtlyxt/facefeature,11.30
trpakov/vit-face-expression,xtlyxt/face-exp,1.78
trpakov/vit-face-expression,Hasti11/MultiModal-Mental-Health-Therapist,12.54
trpakov/vit-face-expression,xtlyxt/facefeaturefast,11.26
trpakov/vit-face-expression,xtlyxt/facebasic,13.68
trpakov/vit-face-expression,mprateek/EmotionDetection,4.47
trpakov/vit-face-expression,Dannel/gender,11.48
trpakov/vit-face-expression,shadownada/uff,20951.16
trpakov/vit-face-expression,MuhammmadRizwanRizwan/trpakov-vit-face-expression,33.73
trpakov/vit-face-expression,khupaar/trpakov-vit-face-expression,1.80
timm/tf_mobilenetv3_large_minimal_100.in1k,,0.00
rizvandwiki/gender-classification,Nuno-Tome/simple_image_classifier,11.23
rizvandwiki/gender-classification,Paresh/Facial-feature-detector,208260.66
rizvandwiki/gender-classification,abdallahalsamman/testing,1606.84
rizvandwiki/gender-classification,ahmedemara10/rizvandwiki-gender-classification,1.81
rizvandwiki/gender-classification,mrvero/rizvandwiki-gender-classification,1.82
rizvandwiki/gender-classification,snehalsapkale/demo-image-classification,2.50
rizvandwiki/gender-classification,Dannel/gender,11.48
rizvandwiki/gender-classification,shadownada/uff,20951.16
rizvandwiki/gender-classification,justingrammens/mmm-faces,9.77
rizvandwiki/gender-classification,itsTomLie/Gender_Classification,2.57
rizvandwiki/gender-classification,tinypotato/rizvandwiki-gender-classification,1.81
amunchet/rorshark-vit-base,,0.00
timm/vit_base_patch16_224.augreg2_in21k_ft_in1k,,0.00
timm/efficientnet_b0.ra_in1k,,0.00
timm/mobilenetv3_large_100.ra_in1k,Nuno-Tome/simple_image_classifier,11.23
timm/mobilenetv3_large_100.ra_in1k,SandraCLV/timm-mobilenetv3_large_100.ra_in1k,43155.88
timm/mobilenetv3_large_100.ra_in1k,Dannel/gender,11.48
timm/mobilenetv3_large_100.ra_in1k,shadownada/uff,20951.16
timm/vit_base_patch16_384.augreg_in21k_ft_in1k,,0.00
timm/tf_mobilenetv3_small_minimal_100.in1k,,0.00
apple/mobilevit-small,juliensimon/battle_of_image_classifiers,3.30
apple/mobilevit-small,TotoB12/apple-mobilevit-small,1.79
apple/mobilevit-small,SivaResearch/Opensource_imageClassifer_combo,3.32
apple/mobilevit-small,DevBM/image-classification,3.28
